of,fecha,line,sku,marca,envase,tipo_envase,material_precio,node_marca,node_volumen,node_pack,node_envase,node,h_tot,hl,oee,week,week_start
0000618036-1,2025-07-13,17,CB13LTN,CARLSBERG,KR04503,LATA 1/3 SR.,CARLSBERG 1/3 LATA BANDEJA 24U.,CARLSBERG,1/3,UNI,KR04503,CARLSBERG|1/3|UNI|KR04503,5.5569444444444445,793.19,0.48057985503624095,2025-07-07/2025-07-13,2025-07-07
0000618037-1,2025-07-13,17,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,3.793888888888889,602.03,0.5342656318641089,2025-07-07/2025-07-13,2025-07-07
0000621440-1,2025-07-13,17,ED13P24M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 24,ESTRELLA DAMM,1/3,P24,KR00443,ESTRELLA DAMM|1/3|P24|KR00443,3.8316666666666666,602.03,0.528998115122517,2025-07-07/2025-07-13,2025-07-07
PRT9900016046-M,2025-07-13,17,TNT13LT,TURIA MARZEN 0'0 TOSTADA,KR07200,LATA 1/3 SR.,"TURIA 0,0 TOSTADA 1/3 LATA LC",TURIA MARZEN 0'0 TOSTADA,1/3,UNI,KR07200,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,4.482222222222222,351.96,0.2643777887952405,2025-07-07/2025-07-13,2025-07-07
0000620579-1,2025-07-14,17,FD13LTNN,FREE DAMM,KR00038,LATA 1/3 SR.,FREE DAMM 1/3 LATA LC,FREE DAMM,1/3,UNI,KR00038,FREE DAMM|1/3|UNI|KR00038,6.295,911.28,0.4873797546553702,2025-07-14/2025-07-20,2025-07-14
0000621451-1,2025-07-14,17,SK13LN,SKOL,KR80116,LATA 1/3 SR.,SKOL 1/3 LATA,SKOL,1/3,UNI,KR80116,SKOL|1/3|UNI|KR80116,11.624444444444444,2261.19,0.6549416937488052,2025-07-14/2025-07-20,2025-07-14
PRT9900016047-M,2025-07-14,17,EC13LTNN,DAURA,KR02209,LATA 1/3 SR.,DAURA DAMM 1/3 LATA LC,DAURA,1/3,UNI,KR02209,DAURA|1/3|UNI|KR02209,5.932777777777778,851.38,0.48314448918438063,2025-07-14/2025-07-20,2025-07-14
0000620580-1,2025-07-15,17,FDL13LN,FREE DAMM LIMON,KR01819,LATA 1/3 SR.,FREE DAMM LIMON 1/3 LATA,FREE DAMM LIMON,1/3,UNI,KR01819,FREE DAMM LIMON|1/3|UNI|KR01819,8.908611111111112,1391.2,0.5258021265317577,2025-07-14/2025-07-20,2025-07-14
0000620864-1,2025-07-15,17,TU13LTN,TURIA MARZEN,KR00607,LATA 1/3 SR.,TURIA 1/3 LATA,TURIA MARZEN,1/3,UNI,KR00607,TURIA MARZEN|1/3|UNI|KR00607,9.476944444444445,1409.55,0.5007767388691854,2025-07-14/2025-07-20,2025-07-14
0000620582-1,2025-07-16,17,RB13LTN,ROSA BLANCA,KR03503,LATA 1/3 SR.,ROSA BLANCA 1/3 LATA,ROSA BLANCA,1/3,UNI,KR03503,ROSA BLANCA|1/3|UNI|KR03503,7.683055555555556,392.27,0.17187895440905313,2025-07-14/2025-07-20,2025-07-14
0000620730-1,2025-07-16,17,DL13LT,DAMM LEMON,KR00928,LATA 1/3 SR.,DAMM LEMON 1/3 LATA LC,DAMM LEMON,1/3,UNI,KR00928,DAMM LEMON|1/3|UNI|KR00928,15.825833333333334,1990.32,0.42344619381110343,2025-07-14/2025-07-20,2025-07-14
0000620472-1,2025-07-17,17,XI13LTN,XIBECA,KR00719,LATA 1/3 SR.,XIBECA 1/3 LATA,XIBECA,1/3,UNI,KR00719,XIBECA|1/3|UNI|KR00719,15.5775,2812.64,0.6079281014283422,2025-07-14/2025-07-20,2025-07-14
0000620581-1,2025-07-17,17,KE13LTNN,KELER,KR80025,LATA 1/3 SR.,KELER 18 1/3 LATA,KELER,1/3,UNI,KR80025,KELER|1/3|UNI|KR80025,3.8422222222222224,529.86,0.4642857142857142,2025-07-14/2025-07-20,2025-07-14
0000620863-1,2025-07-17,17,FDT13LT,FREE DAMM TOSTADA,KR04806,LATA 1/3 SR.,FREE DAMM TOSTADA 1/3 LATA LC,FREE DAMM TOSTADA,1/3,UNI,KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,5.433055555555556,904.8,0.5607137379211616,2025-07-14/2025-07-20,2025-07-14
0000623065-1,2025-07-17,17,VNT13LT,"VICTORIA 0,0 TOSTADA",KR83602,LATA 1/3 SR.,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC","VICTORIA 0,0 TOSTADA",1/3,UNI,KR83602,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602",1.7280555555555555,323.51,0.6302845201736055,2025-07-14/2025-07-20,2025-07-14
0000620469-1,2025-07-18,17,VO13LTNN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,15.416666666666666,2807.0,0.613045045045045,2025-07-14/2025-07-20,2025-07-14
0000623066-1,2025-07-18,17,VO13LP24,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK CARTON 24U.,VOLL DAMM,1/3,PACK,KR00528,VOLL DAMM|1/3|PACK|KR00528,4.564166666666667,651.95,0.48092021179477823,2025-07-14/2025-07-20,2025-07-14
0000625709-1,2025-07-18,17,ED13LP9,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK CARTON 9U.,ESTRELLA DAMM,1/3,PACK,KR00443,ESTRELLA DAMM|1/3|PACK|KR00443,5.095833333333333,471.99,0.3118560915780867,2025-07-14/2025-07-20,2025-07-14
0000621318-1,2025-07-20,17,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,18.196944444444444,2720.86,0.5034422751072372,2025-07-14/2025-07-20,2025-07-14
0000621438-1,2025-07-20,17,ED13LTFW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,0.015277777777777777,0.0,,2025-07-14/2025-07-20,2025-07-14
PRT9900016075-M,2025-07-20,17,ED13LP9,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK CARTON 9U.,ESTRELLA DAMM,1/3,PACK,KR00443,ESTRELLA DAMM|1/3|PACK|KR00443,16.29277777777778,2470.45,0.5105193166706448,2025-07-14/2025-07-20,2025-07-14
PRT9900016076-M,2025-07-20,17,VO13LTNN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,0.6291666666666667,27.8,0.14834437086092717,2025-07-14/2025-07-20,2025-07-14
0000625603-1,2025-07-21,17,ED13LP24,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 24,ESTRELLA DAMM,1/3,P24,KR00443,ESTRELLA DAMM|1/3|P24|KR00443,5.391666666666667,802.7,0.5012364760432767,2025-07-21/2025-07-27,2025-07-21
0000625710-1,2025-07-21,17,ED13P24M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 24,ESTRELLA DAMM,1/3,P24,KR00443,ESTRELLA DAMM|1/3|P24|KR00443,5.502777777777778,803.41,0.49156991418475526,2025-07-21/2025-07-27,2025-07-21
PRT9900016078-M,2025-07-21,17,VO13LTNN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,20.551388888888887,3063.24,0.5222295672231677,2025-07-21/2025-07-27,2025-07-21
PRT9900016079-M,2025-07-21,17,ED13LTFW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,0.8944444444444445,135.03,0.5080745341614907,2025-07-21/2025-07-27,2025-07-21
PRT9900016080-M,2025-07-21,17,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,10.09361111111111,1471.08,0.4907119465008118,2025-07-21/2025-07-27,2025-07-21
0000623064-1,2025-07-22,17,VI13LTX,VICTORIA,KR81117,LATA 1/3 SR.,VICTORIA 1/3 LATA,VICTORIA,1/3,UNI,KR81117,VICTORIA|1/3|UNI|KR81117,7.931388888888889,1429.51,0.6068364094841172,2025-07-21/2025-07-27,2025-07-21
0000625152-1,2025-07-22,17,ED13LTCW,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,14.713333333333333,2502.73,0.5727231536021749,2025-07-21/2025-07-27,2025-07-21
0000623059-1,2025-07-23,17,FDL13LN,FREE DAMM LIMON,KR01819,LATA 1/3 SR.,FREE DAMM LIMON 1/3 LATA,FREE DAMM LIMON,1/3,UNI,KR01819,FREE DAMM LIMON|1/3|UNI|KR01819,8.416666666666666,1158.35,0.46336633663366344,2025-07-21/2025-07-27,2025-07-21
0000624267-1,2025-07-23,17,RL13LBAN,ROSA BLANCA,KR05802,LATA 1/3 SR.,"ROSA BLANCA 3,4 1/3 LATA B-24U. LC PA10F",ROSA BLANCA,1/3,UNI,KR05802,ROSA BLANCA|1/3|UNI|KR05802,4.354166666666667,263.81,0.20395534290271133,2025-07-21/2025-07-27,2025-07-21
0000624860-1,2025-07-23,17,FDL13L12,FREE DAMM LIMON,KR01819,LATA 1/3 SR.,FREE DAMM LIMON 1/3 LATA PACK C. 12U.,FREE DAMM LIMON,1/3,PACK,KR01819,FREE DAMM LIMON|1/3|PACK|KR01819,4.525277777777778,486.09,0.36161070529740347,2025-07-21/2025-07-27,2025-07-21
0000628155-1,2025-07-23,17,XI13LTN,XIBECA,KR00719,LATA 1/3 SR.,XIBECA 1/3 LATA,XIBECA,1/3,UNI,KR00719,XIBECA|1/3|UNI|KR00719,8.787777777777778,1076.61,0.41247313187507906,2025-07-21/2025-07-27,2025-07-21
0000621430-1,2025-07-24,17,DL13LT,DAMM LEMON,KR00928,LATA 1/3 SR.,DAMM LEMON 1/3 LATA LC,DAMM LEMON,1/3,UNI,KR00928,DAMM LEMON|1/3|UNI|KR00928,21.290555555555557,2467.6,0.39023562873470236,2025-07-21/2025-07-27,2025-07-21
0000623057-1,2025-07-25,17,CB13LTN,CARLSBERG,KR04503,LATA 1/3 SR.,CARLSBERG 1/3 LATA BANDEJA 24U.,CARLSBERG,1/3,UNI,KR04503,CARLSBERG|1/3|UNI|KR04503,11.153888888888888,1465.22,0.44229715594959407,2025-07-21/2025-07-27,2025-07-21
0000623063-1,2025-07-25,17,TU13LTN,TURIA MARZEN,KR00607,LATA 1/3 SR.,TURIA 1/3 LATA,TURIA MARZEN,1/3,UNI,KR00607,TURIA MARZEN|1/3|UNI|KR00607,6.905277777777778,1347.9,0.6572267589203105,2025-07-21/2025-07-27,2025-07-21
0000628153-1,2025-07-25,17,OL13LTN,ORO,KR82703,LATA 1/3 SR.,ORO 1/3 LATA,ORO,1/3,UNI,KR82703,ORO|1/3|UNI|KR82703,5.736111111111111,175.03,0.10271186440677968,2025-07-21/2025-07-27,2025-07-21
0000621449-1,2025-07-26,17,LC13LTNN,ESTRELLA LEVANTE,KR00342,LATA 1/3 SR.,E. LEVANTE CLASICA 1/3 LATA LC,ESTRELLA LEVANTE,1/3,UNI,KR00342,ESTRELLA LEVANTE|1/3|UNI|KR00342,11.720277777777778,1674.9,0.4811461616855877,2025-07-21/2025-07-27,2025-07-21
PRT9900016246-M,2025-07-26,17,ED13LTFW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,4.329444444444444,527.74,0.41036827922494545,2025-07-21/2025-07-27,2025-07-21
0000626539-1,2025-07-27,17,EC13LFN,DAURA,KR02209,LATA 1/3 SR.,DAURA DAMM 1/3 LATA LC,DAURA,1/3,UNI,KR02209,DAURA|1/3|UNI|KR02209,2.6527777777777777,312.27,0.3963350785340314,2025-07-21/2025-07-27,2025-07-21
0000628148-1,2025-07-27,17,EC13LTNN,DAURA,KR02209,LATA 1/3 SR.,DAURA DAMM 1/3 LATA LC,DAURA,1/3,UNI,KR02209,DAURA|1/3|UNI|KR02209,5.411944444444444,909.48,0.5658266180772983,2025-07-21/2025-07-27,2025-07-21
PRT9900016245-M,2025-07-27,17,SK13LN,SKOL,KR80117,LATA 1/3 SR.,SKOL 1/3 LATA,SKOL,1/3,UNI,KR80117,SKOL|1/3|UNI|KR80117,23.6425,3447.85,0.49101782336423344,2025-07-21/2025-07-27,2025-07-21
0000630492-1,2025-07-28,17,VO13LTNN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,10.453611111111112,1608.99,0.518215396061967,2025-07-28/2025-08-03,2025-07-28
0000631466-1,2025-07-28,17,KNT13LT,KELER NON ALCOHOLIC,KR83500,LATA 1/3 SR.,"KELER 0,0 TOSTADA 1/3 LATA CAJA 24U LC",KELER NON ALCOHOLIC,1/3,UNI,KR83500,KELER NON ALCOHOLIC|1/3|UNI|KR83500,2.9408333333333334,351.4,0.4022858222348163,2025-07-28/2025-08-03,2025-07-28
0000631468-1,2025-07-28,17,LST13LTN,LEVANTE SIN TOSTADA,KR04105,LATA 1/3 SR.,E. LEVANTE SIN TOSTADA 1/3 LATA,LEVANTE SIN TOSTADA,1/3,UNI,KR04105,LEVANTE SIN TOSTADA|1/3|UNI|KR04105,2.3919444444444444,323.37,0.4551155498780629,2025-07-28/2025-08-03,2025-07-28
0000631472-1,2025-07-28,17,VNT13LT,"VICTORIA 0,0 TOSTADA",KR83602,LATA 1/3 SR.,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC","VICTORIA 0,0 TOSTADA",1/3,UNI,KR83602,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602",1.4544444444444444,224.6,0.5198624904507257,2025-07-28/2025-08-03,2025-07-28
0000630428-1,2025-07-29,17,FD13LTNN,FREE DAMM,KR00038,LATA 1/3 SR.,FREE DAMM 1/3 LATA LC,FREE DAMM,1/3,UNI,KR00038,FREE DAMM|1/3|UNI|KR00038,10.743055555555555,1911.24,0.5989915966386554,2025-07-28/2025-08-03,2025-07-28
0000631464-1,2025-07-29,17,FDT13LT,FREE DAMM TOSTADA,KR04806,LATA 1/3 SR.,FREE DAMM TOSTADA 1/3 LATA LC,FREE DAMM TOSTADA,1/3,UNI,KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,14.556666666666667,2508.6,0.5802419662621174,2025-07-28/2025-08-03,2025-07-28
0000620037-1,2025-07-30,17,DL13LT,DAMM LEMON,KR00928,LATA 1/3 SR.,DAMM LEMON 1/3 LATA LC,DAMM LEMON,1/3,UNI,KR00928,DAMM LEMON|1/3|UNI|KR00928,13.766666666666667,1966.08,0.4808514931396287,2025-07-28/2025-08-03,2025-07-28
0000626548-1,2025-07-30,17,FDL13LN,FREE DAMM LIMON,KR01819,LATA 1/3 SR.,FREE DAMM LIMON 1/3 LATA,FREE DAMM LIMON,1/3,UNI,KR01819,FREE DAMM LIMON|1/3|UNI|KR01819,12.696111111111112,1318.01,0.34951647486106857,2025-07-28/2025-08-03,2025-07-28
0000626551-1,2025-07-30,17,RB13LTN,ROSA BLANCA,KR03503,LATA 1/3 SR.,ROSA BLANCA 1/3 LATA,ROSA BLANCA,1/3,UNI,KR03503,ROSA BLANCA|1/3|UNI|KR03503,5.704444444444444,583.97,0.41869269446909196,2025-07-28/2025-08-03,2025-07-28
0000626554-1,2025-07-31,17,VO13LTFN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,1.6119444444444444,264.8,0.5826071169208423,2025-07-28/2025-08-03,2025-07-28
0000629222-1,2025-07-31,17,KE13LTNN,KELER,KR80025,LATA 1/3 SR.,KELER 18 1/3 LATA,KELER,1/3,UNI,KR80025,KELER|1/3|UNI|KR80025,3.5641666666666665,525.9,0.49676564570181586,2025-07-28/2025-08-03,2025-07-28
0000631455-1,2025-07-31,17,CM13LT,COMPLOT,KR05002,LATA 1/3 SR.,COMPLOT 1/3 LATA LC,COMPLOT,1/3,UNI,KR05002,COMPLOT|1/3|UNI|KR05002,4.258333333333334,321.75,0.25440313111545987,2025-07-28/2025-08-03,2025-07-28
0000626553-1,2025-08-01,17,VO13LP24,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK CARTON 24U.,VOLL DAMM,1/3,PACK,KR00528,VOLL DAMM|1/3|PACK|KR00528,6.634166666666666,1241.53,0.6379785475049816,2025-07-28/2025-08-03,2025-07-28
PRT9900016328-M,2025-08-01,17,VO13LTNN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,22.008055555555554,3799.61,0.5812896792841005,2025-07-28/2025-08-03,2025-07-28
0000626556-1,2025-08-02,17,XI13LTN,XIBECA,KR00719,LATA 1/3 SR.,XIBECA 1/3 LATA,XIBECA,1/3,UNI,KR00719,XIBECA|1/3|UNI|KR00719,17.66,3072.49,0.5857870894677236,2025-07-28/2025-08-03,2025-07-28
0000620057-1,2025-08-03,17,SK13LN,SKOL,KR80116,LATA 1/3 SR.,SKOL 1/3 LATA,SKOL,1/3,UNI,KR80116,SKOL|1/3|UNI|KR80116,18.156944444444445,3181.74,0.5900099441597185,2025-07-28/2025-08-03,2025-07-28
0000626543-1,2025-08-03,17,ED13LTFW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,0.9588888888888889,118.73,0.4168597914252607,2025-07-28/2025-08-03,2025-07-28
0000626544-1,2025-08-03,17,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,0.245,33.56,0.46031746031746035,2025-07-28/2025-08-03,2025-07-28
0000626546-1,2025-08-03,17,ED13P24M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 24,ESTRELLA DAMM,1/3,P24,KR00443,ESTRELLA DAMM|1/3|P24|KR00443,1.4725,213.74,0.4885870590454631,2025-07-28/2025-08-03,2025-07-28
PRT9900016331-M,2025-08-03,17,ED13LTFW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,1.7391666666666667,276.08,0.534419421817601,2025-07-28/2025-08-03,2025-07-28
PRT9900016333-M,2025-08-03,17,ED13P24M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 24,ESTRELLA DAMM,1/3,P24,KR00443,ESTRELLA DAMM|1/3|P24|KR00443,3.185277777777778,569.47,0.601901107525944,2025-07-28/2025-08-03,2025-07-28
PRT9900016334-M,2025-08-03,17,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,4.109166666666667,696.51,0.570675319407828,2025-07-28/2025-08-03,2025-07-28
0000620052-1,2025-08-04,17,FDT13LT,FREE DAMM TOSTADA,KR04806,LATA 1/3 SR.,FREE DAMM TOSTADA 1/3 LATA LC,FREE DAMM TOSTADA,1/3,UNI,KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,8.68,1201.72,0.5407432156513347,2025-08-04/2025-08-10,2025-08-04
0000626542-1,2025-08-04,17,ED13LTCW,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,9.399166666666666,1819.12,0.6516239619351597,2025-08-04/2025-08-10,2025-08-04
0000631462-1,2025-08-04,17,FD13LTNN,FREE DAMM,KR00038,LATA 1/3 SR.,FREE DAMM 1/3 LATA LC,FREE DAMM,1/3,UNI,KR00038,FREE DAMM|1/3|UNI|KR00038,6.268055555555556,881.58,0.4735209395080877,2025-08-04/2025-08-10,2025-08-04
0000634486-1,2025-08-04,17,CB13L12P,CARLSBERG,KR04503,LATA 1/3 SR.,CARLSBERG 1/3 LATA PACK 12U.,CARLSBERG,1/3,P12,KR04503,CARLSBERG|1/3|P12|KR04503,1.7663888888888888,263.62,0.5024374901714106,2025-08-04/2025-08-10,2025-08-04
0000631453-1,2025-08-05,17,BO13LT,BOCK DAMM,KR02512,LATA 1/3 SR.,BOCK-DAMM 1/3 LATA LC,BOCK DAMM,1/3,UNI,KR02512,BOCK DAMM|1/3|UNI|KR02512,6.056388888888889,411.27,0.22863826078979957,2025-08-04/2025-08-10,2025-08-04
0000631463-1,2025-08-05,17,FDL13LN,FREE DAMM LIMON,KR01819,LATA 1/3 SR.,FREE DAMM LIMON 1/3 LATA,FREE DAMM LIMON,1/3,UNI,KR01819,FREE DAMM LIMON|1/3|UNI|KR01819,10.986666666666666,1409.49,0.4319377022653722,2025-08-04/2025-08-10,2025-08-04
0000636176-1,2025-08-05,17,CB13LTN,CARLSBERG,KR04503,LATA 1/3 SR.,CARLSBERG 1/3 LATA BANDEJA 24U.,CARLSBERG,1/3,UNI,KR04503,CARLSBERG|1/3|UNI|KR04503,4.061944444444444,617.21,0.511591328728715,2025-08-04/2025-08-10,2025-08-04
0000631456-1,2025-08-06,17,DL13LT,DAMM LEMON,KR00928,LATA 1/3 SR.,DAMM LEMON 1/3 LATA LC,DAMM LEMON,1/3,UNI,KR00928,DAMM LEMON|1/3|UNI|KR00928,27.628611111111113,3951.28,0.4815257935111549,2025-08-04/2025-08-10,2025-08-04
0000631465-1,2025-08-07,17,KE13LTNN,KELER,KR80025,LATA 1/3 SR.,KELER 18 1/3 LATA,KELER,1/3,UNI,KR80025,KELER|1/3|UNI|KR80025,3.8383333333333334,466.21,0.40895932841221594,2025-08-04/2025-08-10,2025-08-04
0000631475-1,2025-08-07,17,XI13LTN,XIBECA,KR00719,LATA 1/3 SR.,XIBECA 1/3 LATA,XIBECA,1/3,UNI,KR00719,XIBECA|1/3|UNI|KR00719,4.136666666666667,637.51,0.5278005464480874,2025-08-04/2025-08-10,2025-08-04
PRT9900016355-M,2025-08-08,17,XI13LTN,XIBECA,KR00719,LATA 1/3 SR.,XIBECA 1/3 LATA,XIBECA,1/3,UNI,KR00719,XIBECA|1/3|UNI|KR00719,15.216666666666667,524.76,0.4024552300196165,2025-08-04/2025-08-10,2025-08-04
0000631467-1,2025-08-09,17,LC13LTNN,ESTRELLA LEVANTE,KR00342,LATA 1/3 SR.,E. LEVANTE CLASICA 1/3 LATA LC,ESTRELLA LEVANTE,1/3,UNI,KR00342,ESTRELLA LEVANTE|1/3|UNI|KR00342,13.446666666666667,2152.21,0.5388985291687325,2025-08-04/2025-08-10,2025-08-04
0000635046-1,2025-08-09,17,SK13LN,SKOL,KR80117,LATA 1/3 SR.,SKOL 1/3 LATA,SKOL,1/3,UNI,KR80117,SKOL|1/3|UNI|KR80117,8.34388888888889,1408.35,0.5682801784406419,2025-08-04/2025-08-10,2025-08-04
0000635175-1,2025-08-09,17,VO13LTFN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,1.5794444444444444,255.55,0.5446711220541681,2025-08-04/2025-08-10,2025-08-04
0000641873-1,2025-08-09,17,VI13LTX,VICTORIA,KR81117,LATA 1/3 SR.,VICTORIA 1/3 LATA,VICTORIA,1/3,UNI,KR81117,VICTORIA|1/3|UNI|KR81117,4.546944444444445,705.25,0.5222066100555929,2025-08-04/2025-08-10,2025-08-04
PRT9900016361-M,2025-08-09,17,XI13LTN,XIBECA,KR00719,LATA 1/3 SR.,XIBECA 1/3 LATA,XIBECA,1/3,UNI,KR00719,XIBECA|1/3|UNI|KR00719,5.928333333333334,792.28,0.44995782963171216,2025-08-04/2025-08-10,2025-08-04
0000635047-1,2025-08-10,17,VO13LTNN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,5.956666666666667,757.08,0.42790524155941057,2025-08-04/2025-08-10,2025-08-04
0000641607-1,2025-08-10,17,ED1324MZ,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 24,ESTRELLA DAMM,1/3,P24,KR00443,ESTRELLA DAMM|1/3|P24|KR00443,8.976111111111111,969.71,0.36374326917125704,2025-08-04/2025-08-10,2025-08-04
0000641850-1,2025-08-10,17,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,7.231111111111111,807.03,0.3757682851874616,2025-08-04/2025-08-10,2025-08-04
0000641874-1,2025-08-10,17,VO13LP24,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK CARTON 24U.,VOLL DAMM,1/3,PACK,KR00528,VOLL DAMM|1/3|PACK|KR00528,3.516111111111111,544.19,0.5210933796808342,2025-08-04/2025-08-10,2025-08-04
0000641872-1,2025-08-11,17,ED13P24M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 24,ESTRELLA DAMM,1/3,P24,KR00443,ESTRELLA DAMM|1/3|P24|KR00443,8.315,803.65,0.32541591501302863,2025-08-11/2025-08-17,2025-08-11
PRT9900016362-M,2025-08-11,17,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,1.8286111111111112,0.0,0.23894880753455872,2025-08-11/2025-08-17,2025-08-11
PRT9900016363-M,2025-08-11,17,ED13P24M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 24,ESTRELLA DAMM,1/3,P24,KR00443,ESTRELLA DAMM|1/3|P24|KR00443,4.765555555555555,368.21,0.2601422242947074,2025-08-11/2025-08-17,2025-08-11
